Source,Target,Weight
3662,17242,0.0
3922,5379,0.0
3922,5461,2.0
3922,5885,0.0
3922,6630,0.0
3922,7563,2.0
3922,9246,4.0
3922,10140,1.0
3922,10146,0.0
3922,10246,1.0
3922,51480,4.0
5379,5461,2.0
5379,5885,0.0
5379,6630,0.0
5379,7563,2.8284271247461903
5379,9246,5.0
5379,10140,1.0
5379,10146,0.0
5379,10246,1.0
5379,51480,4.0
5379,11691,2.23606797749979
5379,11927,1.0
5379,11599,1.4142135623730951
5379,13274,0.0
5379,13282,1.0
5379,12476,2.23606797749979
5379,2171,1.0
5379,6016,0.0
5379,8440,2.23606797749979
5379,8612,1.0
5379,9195,2.0
5379,9722,0.0
5379,10727,0.0
5379,14222,1.0
5379,14285,1.4142135623730951
5379,15318,1.0
5379,16569,0.0
5379,3114,0.0
5379,8669,0.0
5379,13000,0.0
5379,13826,0.0
5379,17242,0.0
5461,5885,2.0
5461,6630,2.0
5461,7563,0.0
5461,9246,2.23606797749979
5461,10140,1.4142135623730951
5461,10146,2.0
5461,10246,1.4142135623730951
5461,51480,2.0
5461,6063,0.0
5461,6342,1.4142135623730951
5461,8167,0.0
5461,11285,1.4142135623730951
5461,11691,1.0
5461,11692,1.0
5461,11868,2.0
5461,11945,1.0
5461,12874,0.0
5461,7001,1.4142135623730951
5461,9771,1.0
5461,12946,0.0
5461,13034,0.0
5461,13776,0.0
5461,13794,2.0
5461,12381,1.0
5461,8484,1.0
5461,4606,2.0
5461,13991,0.0
5461,1952,1.0
5461,2324,1.0
5461,3087,1.0
5461,3739,0.0
5461,4536,1.0
5461,5115,1.0
5461,5645,1.0
5461,8178,1.0
5461,8370,1.0
5461,8510,1.0
5885,6630,0.0
5885,7563,2.0
5885,9246,4.0
5885,10140,1.0
5885,10146,0.0
5885,10246,1.0
5885,51480,4.0
6630,7563,2.23606797749979
6630,9246,4.0
6630,10140,2.6457513110645907
6630,10146,0.0
6630,10246,1.7320508075688772
6630,51480,4.0
6630,6063,4.123105625617661
6630,6342,2.23606797749979
6630,8167,3.605551275463989
6630,9731,1.0
6630,10111,1.0
6630,10288,0.0
6630,10509,4.242640687119285
6630,10610,1.0
6630,10751,2.0
6630,10944,0.0
6630,11285,2.449489742783178
6630,11408,3.0
6630,11691,1.7320508075688772
6630,11692,2.23606797749979
6630,11868,2.0
6630,11927,0.0
6630,11945,1.0
6630,12874,1.0
6630,7001,2.23606797749979
6630,9771,1.0
6630,10249,0.0
6630,12946,0.0
6630,13034,0.0
6630,13776,0.0
6630,13794,2.0
6630,12381,1.0
6630,5629,2.0
6630,6634,1.0
6630,8484,1.0
6630,52036,0.0
6630,4606,2.0
6630,13991,0.0
7563,9246,2.0
7563,10140,1.0
7563,10146,2.0
7563,10246,1.0
7563,51480,2.0
7563,6063,0.0
7563,8167,1.0
7563,10111,0.0
7563,10509,2.0
7563,10610,0.0
7563,10944,1.0
7563,11285,1.0
7563,11408,2.0
7563,11691,1.0
7563,11692,0.0
7563,11927,1.0
7563,7001,1.0
7563,10249,1.0
7563,11599,1.0
7563,13274,2.0
7563,13282,3.0
7563,12476,0.0
7563,2171,3.0
7563,8440,0.0
7563,9722,2.0
7563,14222,2.0
7563,14285,1.0
7563,5629,1.0
7563,6634,0.0
7563,8484,0.0
7563,52036,1.0
7563,3114,2.0
7563,8669,2.0
7563,13000,2.0
7563,13826,2.0
7563,17242,2.0
9246,10140,3.7416573867739413
9246,10146,4.0
9246,10246,3.1622776601683795
9246,51480,0.0
9246,6063,1.0
9246,6342,2.23606797749979
9246,8167,1.0
9246,9731,1.0
9246,10509,0.0
9246,10610,0.0
9246,10751,0.0
9246,10944,0.0
9246,11285,1.4142135623730951
9246,11408,2.0
9246,11691,1.4142135623730951
9246,11692,2.0
9246,11868,2.0
9246,11927,4.242640687119285
9246,11945,1.0
9246,12874,0.0
9246,7001,3.1622776601683795
9246,9771,2.23606797749979
9246,10249,4.0
9246,11599,3.605551275463989
9246,11854,0.0
9246,12471,1.0
9246,12946,3.0
9246,13274,4.0
9246,13282,5.0
9246,13034,0.0
9246,13776,0.0
9246,13794,2.0
9246,12381,1.0
9246,12476,2.0
9246,2171,3.0
9246,6016,3.0
9246,8440,2.0
9246,8612,2.0
9246,9195,1.0
9246,9722,3.0
9246,10727,3.0
9246,14222,2.0
9246,14285,2.0
9246,15318,2.0
9246,16569,3.0
9246,8484,0.0
9246,4606,2.0
9246,13991,0.0
9246,1952,2.0
9246,2324,2.0
9246,3087,0.0
9246,3739,1.0
9246,4536,2.0
9246,5115,0.0
9246,5645,2.0
9246,8178,2.0
9246,8370,0.0
9246,8510,0.0
10140,10146,1.0
10140,10246,2.8284271247461903
10140,51480,3.0
10140,6063,2.0
10140,6342,2.0
10140,8167,1.4142135623730951
10140,9731,2.0
10140,10111,2.0
10140,10288,2.0
10140,10509,4.242640687119285
10140,10610,3.0
10140,10751,2.0
10140,10944,3.605551275463989
10140,11285,1.7320508075688772
10140,11408,3.0
10140,11691,2.6457513110645907
10140,11692,2.23606797749979
10140,11868,2.23606797749979
10140,11927,2.449489742783178
10140,11945,3.4641016151377544
10140,12874,3.4641016151377544
10140,7001,2.449489742783178
10140,9771,2.0
10140,10249,2.23606797749979
10140,11599,1.0
10140,11854,2.23606797749979
10140,12471,1.0
10140,12946,1.7320508075688772
10140,13274,2.8284271247461903
10140,13282,2.8284271247461903
10140,13034,3.3166247903554
10140,13776,2.23606797749979
10140,13794,2.23606797749979
10140,15604,0.0
10140,12381,2.0
10140,5629,1.0
10140,6634,0.0
10140,8484,0.0
10140,52036,1.0
10140,4606,1.0
10140,13991,3.0
10140,11445,2.0
10140,11999,1.0
10140,12466,1.0
10140,13544,1.4142135623730951
10140,14248,1.0
10140,14372,0.0
10140,11569,1.0
10146,10246,1.0
10146,51480,4.0
10246,51480,3.0
10246,6063,0.0
10246,6342,0.0
10246,8167,1.0
10246,9731,1.0
10246,10111,0.0
10246,10509,2.0
10246,10610,0.0
10246,10751,0.0
10246,10944,1.0
10246,11285,2.449489742783178
10246,11408,2.8284271247461903
10246,11691,0.0
10246,11692,0.0
10246,11868,3.0
10246,11927,3.0
10246,11945,0.0
10246,12874,1.0
10246,7001,3.1622776601683795
10246,9771,2.0
10246,10249,4.123105625617661
10246,11599,3.0
10246,11854,0.0
10246,12471,1.0
10246,12946,3.1622776601683795
10246,13274,4.0
10246,13282,4.0
10246,13034,1.0
10246,13776,1.0
10246,13794,3.0
10246,12381,2.0
10246,5629,1.0
10246,6634,0.0
10246,8484,0.0
10246,52036,1.0
10246,4606,3.0
10246,13991,1.0
6063,6342,2.23606797749979
6063,8167,1.4142135623730951
6063,9731,3.0
6063,10111,4.0
6063,10288,4.0
6063,10509,2.23606797749979
6063,10610,4.0
6063,10751,2.0
6063,10944,4.123105625617661
6063,11285,3.3166247903554
6063,11408,4.47213595499958
6063,11691,3.0
6063,11692,2.23606797749979
6063,11868,4.0
6063,11927,4.0
6063,11945,4.0
6063,12874,3.0
6063,7001,1.4142135623730951
6063,10249,1.0
6063,5629,1.0
6063,6634,0.0
6063,8484,1.0
6063,52036,1.0
6063,1952,1.0
6063,2324,1.0
6063,3087,1.0
6063,3739,0.0
6063,4536,1.0
6063,5115,1.0
6063,5645,1.0
6063,8178,1.0
6063,8370,1.0
6063,8510,1.0
6342,8167,1.4142135623730951
6342,9731,1.0
6342,10111,2.0
6342,10288,2.0
6342,10509,1.0
6342,10610,2.0
6342,10751,0.0
6342,10944,2.0
6342,11285,3.0
6342,11408,2.0
6342,11691,1.0
6342,11692,0.0
6342,11868,3.605551275463989
6342,11927,2.0
6342,11945,2.0
6342,12874,1.4142135623730951
6342,7001,2.0
6342,9771,0.0
6342,12946,1.0
6342,13034,1.0
6342,13776,1.0
6342,13794,3.0
6342,12381,2.0
6342,8484,2.0
6342,4606,3.0
6342,13991,1.0
6342,1952,0.0
6342,2324,0.0
6342,3087,2.0
6342,3739,1.0
6342,4536,0.0
6342,5115,2.0
6342,5645,0.0
6342,8178,0.0
6342,8370,2.0
6342,8510,2.0
8167,9731,2.0
8167,10111,3.1622776601683795
8167,10288,3.0
8167,10509,1.0
8167,10610,3.1622776601683795
8167,10751,1.0
8167,10944,3.605551275463989
8167,11285,2.23606797749979
8167,11408,3.1622776601683795
8167,11691,2.23606797749979
8167,11692,1.7320508075688772
8167,11868,3.0
8167,11927,3.0
8167,11945,3.0
8167,12874,2.0
8167,7001,1.0
8167,10249,2.0
8167,5629,0.0
8167,6634,1.0
8167,8484,1.4142135623730951
8167,52036,2.0
8167,1952,1.0
8167,2324,1.0
8167,3087,1.0
8167,3739,0.0
8167,4536,1.0
8167,5115,1.0
8167,5645,1.0
8167,8178,1.0
8167,8370,1.0
8167,8510,1.0
9731,10111,1.0
9731,10288,1.0
9731,10509,3.0
9731,10610,1.7320508075688772
9731,10751,1.4142135623730951
9731,10944,1.7320508075688772
9731,11285,1.0
9731,11408,2.6457513110645907
9731,11691,0.0
9731,11692,1.4142135623730951
9731,11868,1.0
9731,11927,3.0
9731,11945,1.4142135623730951
9731,12874,2.0
9731,7001,2.0
9731,9771,1.0
9731,10249,3.0
9731,11599,2.0
9731,11854,2.23606797749979
9731,12471,0.0
9731,12946,2.0
9731,13274,3.1622776601683795
9731,13282,3.1622776601683795
9731,13034,2.0
9731,13776,1.0
9731,13794,1.4142135623730951
9731,15604,1.0
9731,12381,1.0
9731,13991,1.4142135623730951
9731,11445,1.0
9731,11999,0.0
9731,12466,2.0
9731,13544,0.0
9731,14248,0.0
9731,14372,1.0
9731,11569,0.0
10111,10288,0.0
10111,10509,3.605551275463989
10111,10610,0.0
10111,10751,2.0
10111,10944,1.0
10111,11285,1.4142135623730951
10111,11408,2.0
10111,11691,1.0
10111,11692,2.0
10111,11868,0.0
10111,11927,0.0
10111,11945,0.0
10111,12874,1.0
10111,7001,1.0
10111,10249,1.0
10111,5629,1.0
10111,6634,0.0
10111,8484,0.0
10111,52036,1.0
10288,10509,3.605551275463989
10288,10610,2.0
10288,10751,2.0
10288,10944,1.0
10288,11285,1.0
10288,11408,0.0
10288,11691,2.23606797749979
10288,11692,2.8284271247461903
10288,11868,2.0
10288,11927,1.0
10288,11945,1.0
10288,12874,1.4142135623730951
10288,10249,0.0
10288,12471,1.0
10288,12946,2.0
10288,13282,2.0
10288,13776,1.0
10288,13794,0.0
10288,14546,2.0
10288,12381,2.0
10509,10610,4.123105625617661
10509,10751,1.0
10509,10944,4.47213595499958
10509,11285,3.1622776601683795
10509,11408,5.744562646538029
10509,11691,3.4641016151377544
10509,11692,3.0
10509,11868,3.0
10509,11927,4.358898943540674
10509,11945,3.3166247903554
10509,12874,2.23606797749979
10509,7001,3.1622776601683795
10509,9771,2.0
10509,10249,5.385164807134504
10509,11599,3.0
10509,11854,4.0
10509,12471,1.4142135623730951
10509,12946,3.0
10509,13274,4.0
10509,13282,4.0
10509,13034,0.0
10509,13776,1.0
10509,13794,3.605551275463989
10509,14546,0.0
10509,12381,0.0
10509,5629,1.0
10509,6634,2.0
10509,8484,2.0
10509,52036,3.0
10509,13991,1.0
10509,11445,1.0
10509,11999,2.0
10509,12466,4.0
10509,13544,2.0
10509,14248,2.0
10509,14372,3.0
10610,10751,2.0
10610,10944,1.7320508075688772
10610,11285,2.6457513110645907
10610,11408,4.0
10610,11691,1.4142135623730951
10610,11692,2.8284271247461903
10610,11868,0.0
10610,11927,3.3166247903554
10610,11945,1.4142135623730951
10610,12874,2.6457513110645907
10610,7001,3.1622776601683795
10610,9771,2.0
10610,10249,4.58257569495584
10610,11599,3.0
10610,11854,2.0
10610,12471,1.4142135623730951
10610,12946,3.1622776601683795
10610,13274,4.47213595499958
10610,13282,4.47213595499958
10610,13034,2.23606797749979
10610,13776,2.23606797749979
10610,13794,3.0
10610,14546,0.0
10610,15604,0.0
10610,12381,2.0
10610,5629,1.0
10610,6634,0.0
10610,8484,0.0
10610,52036,1.0
10610,13991,2.23606797749979
10610,11445,1.0
10610,11999,0.0
10610,12466,2.0
10610,13544,1.0
10610,14248,0.0
10610,14372,1.0
10610,11569,1.0
10751,10944,2.0
10751,11285,1.4142135623730951
10751,11408,2.8284271247461903
10751,11691,1.0
10751,11692,0.0
10751,11868,2.0
10751,11927,3.605551275463989
10751,11945,2.0
10751,12874,1.0
10751,7001,3.0
10751,9771,2.0
10751,10249,4.0
10751,11599,3.0
10751,11854,0.0
10751,12471,1.0
10751,12946,3.0
10751,13274,4.0
10751,13282,4.0
10944,11285,2.6457513110645907
10944,11408,4.795831523312719
10944,11691,2.8284271247461903
10944,11692,2.8284271247461903
10944,11868,1.0
10944,11927,3.605551275463989
10944,11945,1.0
10944,12874,1.7320508075688772
10944,7001,3.605551275463989
10944,9771,2.0
10944,10249,4.123105625617661
10944,11599,3.0
10944,11854,3.0
10944,12471,1.0
10944,12946,3.7416573867739413
10944,13274,4.0
10944,13282,4.123105625617661
10944,13034,1.4142135623730951
10944,13776,1.0
10944,13794,2.449489742783178
10944,14546,1.4142135623730951
10944,14603,1.0
10944,17228,2.0
10944,17643,1.0
10944,17663,2.0
10944,10402,1.0
10944,12381,1.4142135623730951
10944,12476,2.0
10944,15547,1.0
10944,5629,2.0
10944,6634,1.0
10944,8484,1.0
10944,52036,0.0
10944,13991,0.0
10944,11445,0.0
10944,11999,1.0
10944,12466,3.0
10944,13544,1.0
10944,14248,1.0
10944,14372,2.0
11285,11408,1.7320508075688772
11285,11691,3.1622776601683795
11285,11692,3.7416573867739413
11285,11868,2.449489742783178
11285,11927,2.6457513110645907
11285,11945,2.449489742783178
11285,12874,1.7320508075688772
11285,7001,2.8284271247461903
11285,9771,2.23606797749979
11285,10249,3.605551275463989
11285,11599,2.0
11285,11854,1.0
11285,12471,1.0
11285,12946,3.1622776601683795
11285,13274,3.605551275463989
11285,13282,4.123105625617661
11285,13034,1.4142135623730951
11285,13776,2.449489742783178
11285,13794,2.23606797749979
11285,14546,2.0
11285,15604,0.0
11285,12381,2.8284271247461903
11285,5629,0.0
11285,6634,1.0
11285,8484,1.0
11285,52036,2.0
11285,4606,1.0
11285,13991,2.23606797749979
11285,13544,1.0
11285,1952,2.0
11285,2324,2.0
11285,3087,0.0
11285,3739,1.0
11285,4536,2.0
11285,5115,0.0
11285,5645,2.0
11285,8178,2.0
11285,8370,0.0
11285,8510,0.0
11285,11569,1.0
11408,11691,3.7416573867739413
11408,11692,4.47213595499958
11408,11868,2.0
11408,11927,1.7320508075688772
11408,11945,3.1622776601683795
11408,12874,4.358898943540674
11408,7001,1.4142135623730951
11408,9771,0.0
11408,10249,3.605551275463989
11408,11599,1.0
11408,11854,2.0
11408,12471,1.4142135623730951
11408,12946,2.449489742783178
11408,13274,2.8284271247461903
11408,13282,3.4641016151377544
11408,13034,4.123105625617661
11408,13776,2.23606797749979
11408,13794,2.23606797749979
11408,14546,2.0
11408,15604,0.0
11408,12381,2.8284271247461903
11408,5629,1.0
11408,6634,2.0
11408,8484,2.0
11408,52036,3.0
11408,13991,3.605551275463989
11408,11445,3.0
11408,11999,2.0
11408,12466,0.0
11408,13544,2.23606797749979
11408,14248,2.0
11408,14372,1.0
11408,11569,1.0
11691,11692,1.7320508075688772
11691,11868,3.7416573867739413
11691,11927,3.1622776601683795
11691,11945,2.0
11691,12874,2.6457513110645907
11691,7001,1.0
11691,9771,0.0
11691,10249,2.23606797749979
11691,11599,1.0
11691,11854,2.0
11691,12471,1.0
11691,12946,1.0
11691,13274,1.4142135623730951
11691,13282,3.0
11691,13034,2.449489742783178
11691,13776,2.0
11691,13794,4.898979485566356
11691,14546,3.0
11691,14603,1.0
11691,15604,1.0
11691,17228,0.0
11691,17643,3.0
11691,17663,0.0
11691,10402,1.0
11691,12381,2.449489742783178
11691,12476,1.4142135623730951
11691,15547,3.0
11691,2171,2.8284271247461903
11691,6016,2.0
11691,8440,1.4142135623730951
11691,8612,1.0
11691,9195,0.0
11691,9722,2.23606797749979
11691,10727,2.0
11691,14222,1.4142135623730951
11691,14285,1.0
11691,15318,1.0
11691,16569,2.0
11691,5629,1.0
11691,6634,0.0
11691,8484,0.0
11691,52036,1.0
11691,4606,3.0
11691,13991,1.7320508075688772
11691,11445,1.0
11691,11999,0.0
11691,12466,2.0
11691,13544,0.0
11691,14248,0.0
11691,14372,1.0
11691,3114,1.0
11691,8669,1.0
11691,13000,1.0
11691,13826,1.0
11691,17242,1.0
11691,11569,0.0
11692,11868,2.23606797749979
11692,11927,3.872983346207417
11692,11945,2.449489742783178
11692,12874,2.6457513110645907
11692,7001,2.23606797749979
11692,10249,2.23606797749979
11692,11854,2.0
11692,12471,1.0
11692,12946,1.4142135623730951
11692,13274,0.0
11692,13282,0.0
11692,13034,2.23606797749979
11692,13776,1.0
11692,13794,3.0
11692,14546,2.0
11692,14603,0.0
11692,15604,2.0
11692,17228,1.0
11692,17643,2.0
11692,17663,1.0
11692,10402,0.0
11692,12381,0.0
11692,12476,1.0
11692,15547,2.0
11692,5629,1.0
11692,6634,0.0
11692,8484,2.0
11692,52036,1.0
11692,13991,1.0
11692,11445,1.0
11692,11999,0.0
11692,12466,2.0
11692,13544,1.0
11692,14248,0.0
11692,14372,1.0
11692,1952,0.0
11692,2324,0.0
11692,3087,2.0
11692,3739,1.0
11692,4536,0.0
11692,5115,2.0
11692,5645,0.0
11692,8178,0.0
11692,8370,2.0
11692,8510,2.0
11692,11569,1.0
11868,11927,2.23606797749979
11868,11945,3.3166247903554
11868,12874,2.6457513110645907
11868,7001,3.0
11868,9771,3.0
11868,10249,2.0
11868,12471,1.0
11868,12946,2.8284271247461903
11868,13282,0.0
11868,13034,2.23606797749979
11868,13776,2.449489742783178
11868,13794,2.23606797749979
11868,14546,1.0
11868,14603,1.0
11868,17228,2.0
11868,17643,1.0
11868,17663,2.0
11868,10402,1.0
11868,12381,1.4142135623730951
11868,12476,2.0
11868,15547,1.0
11868,4606,0.0
11868,13991,2.0
11927,11945,1.0
11927,12874,2.449489742783178
11927,7001,0.0
11927,9771,1.0
11927,10249,1.4142135623730951
11927,11599,1.0
11927,11854,3.0
11927,12471,2.0
11927,12946,2.23606797749979
11927,13274,3.3166247903554
11927,13282,3.872983346207417
11927,13034,2.23606797749979
11927,13776,3.1622776601683795
11927,13794,4.358898943540674
11927,14546,3.1622776601683795
11927,14603,1.0
11927,15604,1.0
11927,17228,0.0
11927,17643,3.0
11927,17663,0.0
11927,10402,1.0
11927,12381,3.3166247903554
11927,12476,1.4142135623730951
11927,15547,3.0
11927,2171,2.0
11927,6016,0.0
11927,8440,1.4142135623730951
11927,8612,1.0
11927,9195,2.0
11927,9722,1.0
11927,10727,0.0
11927,14222,1.4142135623730951
11927,14285,1.0
11927,15318,1.0
11927,16569,0.0
11927,13991,3.0
11927,13544,2.0
11927,3114,1.0
11927,8669,1.0
11927,13000,1.0
11927,13826,1.0
11927,17242,1.0
11927,11569,2.0
11945,12874,1.7320508075688772
11945,7001,0.0
11945,9771,0.0
11945,10249,1.0
11945,11854,3.0
11945,12471,0.0
11945,12946,1.7320508075688772
11945,13282,1.0
11945,13034,1.4142135623730951
11945,13776,1.0
11945,13794,4.242640687119285
11945,14546,2.23606797749979
11945,14603,0.0
11945,17228,1.0
11945,17643,2.0
11945,17663,1.0
11945,10402,0.0
11945,12381,2.23606797749979
11945,12476,1.0
11945,15547,2.0
11945,4606,3.0
11945,13991,1.0
11945,11445,0.0
11945,11999,1.0
11945,12466,3.0
11945,13544,1.0
11945,14248,1.0
11945,14372,2.0
12874,7001,1.0
12874,9771,1.0
12874,10249,1.0
12874,11854,4.0
12874,12471,0.0
12874,12946,1.4142135623730951
12874,13274,1.0
12874,13282,1.4142135623730951
12874,13034,0.0
12874,13776,1.0
12874,13794,4.358898943540674
12874,14546,2.23606797749979
12874,14603,0.0
12874,15604,1.0
12874,17228,1.0
12874,17643,2.0
12874,17663,1.0
12874,10402,0.0
12874,12381,1.7320508075688772
12874,12476,1.0
12874,15547,2.0
12874,4606,2.0
12874,13991,1.4142135623730951
12874,11445,1.0
12874,11999,2.0
12874,12466,4.0
12874,13544,2.0
12874,14248,2.0
12874,14372,3.0
12874,11569,0.0
7001,9771,1.0
7001,10249,2.23606797749979
7001,11599,0.0
7001,11854,3.0
7001,12471,2.0
7001,12946,1.0
7001,13274,1.0
7001,13282,1.0
7001,13034,1.0
7001,13776,1.0
7001,13794,3.0
7001,12381,2.0
7001,5629,0.0
7001,6634,1.0
7001,8484,1.0
7001,52036,2.0
7001,4606,3.0
7001,13991,1.0
7001,1952,2.0
7001,2324,2.0
7001,3087,0.0
7001,3739,1.0
7001,4536,2.0
7001,5115,0.0
7001,5645,2.0
7001,8178,2.0
7001,8370,0.0
7001,8510,0.0
9771,10249,2.0
9771,11599,1.0
9771,11854,2.0
9771,12471,1.0
9771,12946,1.4142135623730951
9771,13274,2.0
9771,13282,2.0
9771,13034,1.0
9771,13776,1.0
9771,13794,3.0
9771,12381,2.0
9771,4606,3.0
9771,13991,1.0
10249,11599,1.0
10249,11854,4.0
10249,12471,3.1622776601683795
10249,12946,2.23606797749979
10249,13274,0.0
10249,13282,2.0
10249,13776,1.0
10249,13794,0.0
10249,14546,2.0
10249,12381,2.0
10249,5629,2.0
10249,6634,1.0
10249,8484,1.0
10249,52036,0.0
11599,11854,3.0
11599,12471,2.0
11599,12946,0.0
11599,13274,1.4142135623730951
11599,13282,2.449489742783178
11599,12476,1.0
11599,2171,2.23606797749979
11599,6016,1.0
11599,8440,1.0
11599,8612,0.0
11599,9195,1.0
11599,9722,1.4142135623730951
11599,10727,1.0
11599,14222,1.0
11599,14285,0.0
11599,15318,0.0
11599,16569,1.0
11599,3114,1.0
11599,8669,1.0
11599,13000,1.0
11599,13826,1.0
11599,17242,1.0
11854,12471,1.0
11854,12946,3.0
11854,13274,4.0
11854,13282,4.0
11854,13034,4.0
11854,13794,1.0
11854,13991,3.0
11854,11445,3.0
11854,11999,2.0
11854,12466,0.0
11854,13544,2.0
11854,14248,2.0
11854,14372,1.0
12471,12946,2.23606797749979
12471,13274,3.0
12471,13282,3.1622776601683795
12471,13776,0.0
12471,13794,1.0
12471,14546,1.0
12471,12381,1.0
12946,13274,1.4142135623730951
12946,13282,1.4142135623730951
12946,13034,1.4142135623730951
12946,13776,2.0
12946,13794,4.358898943540674
12946,14192,1.0
12946,14207,2.0
12946,14546,3.0
12946,14603,1.0
12946,15604,2.23606797749979
12946,17228,0.0
12946,17643,3.0
12946,17663,0.0
12946,17984,0.0
12946,18031,0.0
12946,18313,0.0
12946,19526,0.0
12946,19724,0.0
12946,19729,1.0
12946,20406,3.0
12946,20467,1.0
12946,10402,1.0
12946,12381,1.7320508075688772
12946,12476,0.0
12946,15547,3.0
12946,4606,2.0
12946,13991,1.0
12946,13544,0.0
12946,11569,0.0
13274,13282,1.0
13274,13034,1.0
13274,13776,0.0
13274,13794,0.0
13274,15604,2.0
13274,12381,0.0
13274,12476,2.0
13274,2171,1.0
13274,8440,2.0
13274,9722,0.0
13274,14222,0.0
13274,14285,1.0
13274,13991,0.0
13274,13544,1.0
13274,3114,0.0
13274,8669,0.0
13274,13000,0.0
13274,13826,0.0
13274,17242,0.0
13274,11569,1.0
13282,13034,1.0
13282,13776,1.0
13282,13794,2.0
13282,14546,0.0
13282,15604,2.0
13282,12381,0.0
13282,12476,3.1622776601683795
13282,2171,0.0
13282,6016,0.0
13282,8440,3.1622776601683795
13282,8612,1.0
13282,9195,2.0
13282,9722,1.0
13282,10727,0.0
13282,14222,1.4142135623730951
13282,14285,2.23606797749979
13282,15318,1.0
13282,16569,0.0
13282,13991,0.0
13282,13544,1.0
13282,3114,1.0
13282,8669,1.0
13282,13000,1.0
13282,13826,1.0
13282,17242,1.0
13282,11569,1.0
13034,13776,1.0
13034,13794,4.242640687119285
13034,14192,0.0
13034,14207,1.0
13034,14546,2.23606797749979
